first,last,birth,death,gender,id,mother,father
Betty,Washington,1732,1797,F,@I481@,@I398@,@I397@
Samuel,Washington,1733,1781,M,@I482@,@I398@,@I397@
John Augustine,Washington,1735,1787,M,@I483@,@I398@,@I397@
Charles,Washington,1737,1799,M,@I484@,@I398@,@I397@
Mildred,Washington,1738,1739,F,@I485@,@I398@,@I397@
Jane,Butler,1698,1728,F,@I486@,,
Butler,Washington,1715,1729,M,@I487@,@I486@,@I397@
Lawrence,Washington,1717,1751,M,@I488@,@I486@,@I397@
Augustine,Washington,1719,-1,M,@I489@,@I486@,@I397@
Jane,Washington,1721,1734,F,@I490@,@I486@,@I397@
Daniel Parke,Custis,1711,1757,M,@I491@,@I2316@,@I2317@
Daniel Parke,Custis,1751,1754,M,@I492@,@I396@,@I491@
Frances Parke,Custis,1753,1757,F,@I493@,@I396@,@I491@
John,Custis,1754,1781,M,@I494@,@I396@,@I491@
Martha Patsy,Custis,1756,1773,F,@I495@,@I396@,@I491@
Sarah,Warner,-1,-1,F,@I496@,@I414@,@I413@
Lawrence,Towneley,-1,-1,M,@I497@,,
Alice,Towneley,-1,-1,F,@I498@,@I496@,@I497@
John,Grymes,-1,1708,M,@I499@,,
Charles,Grymes,1697,1753,M,@I500@,@I498@,@I499@
Frances,Jennings,-1,-1,F,@I501@,,
Lucy,Grymes,-1,-1,F,@I502@,@I501@,@I500@
Henry,Lee,1728,1787,M,@I503@,,
Henry,Lee,1756,1818,M,@I504@,@I502@,@I503@
Anne Hill,Carter,-1,-1,F,@I505@,,
Robert E,Lee,-1,-1,M,@I506@,@I505@,@I504@
Robert,Kytson,-1,-1,M,@I507@,,
Thomas,Kytson,-1,1540,M,@I508@,,@I507@
Katherine,Kytson,-1,-1,F,@I509@,,@I508@
John,Spencer,-1,1585,M,@I510@,,
John,Spencer,-1,1598,M,@I511@,@I509@,@I510@
Mary,Catlyn,-1,-1,F,@I512@,,
Robert,Spencer,-1,1626,M,@I513@,@I512@,@I511@
Margaret,Willoughby,-1,-1,F,@I514@,,
William,Spencer,1591,1635,M,@I515@,@I514@,@I513@
Penelope,Wriothesley,-1,-1,F,@I516@,,
Henry,Spencer,1619,1642,M,@I517@,@I516@,@I515@
Dorothy,Sydney,-1,-1,F,@I518@,,
Robert,Spencer,1639,1701,M,@I519@,@I518@,@I517@
Anne,Digby,-1,-1,F,@I520@,,
Charles,Spencer,1675,1722,M,@I521@,@I520@,@I519@
Anne,Churchill,-1,-1,F,@I522@,@I2182@,@I525@
Charles,Spencer,,1706,1758,M,@I523@,@I522@,@I521@
John of Althorp,Spencer,1708,1746,M,@I524@,@I522@,@I521@
John,Churchill,1650,1722,M,@I525@,,
Elizabeth,Trevor,-1,-1,F,@I526@,,
George,Spencer,1738,1817,M,@I527@,@I526@,@I523@
Caroline,Russell,-1,-1,F,@I528@,,
George,Spencer,1766,1840,M,@I529@,@I528@,@I527@
Susan,Stewart,-1,-1,F,@I530@,,
George,Spencer-Churchill,1793,1857,M,@I531@,@I530@,@I529@
Jane,Stewart,-1,-1,F,@I532@,,
John Winston,Spencer-Churchill,1822,1883,M,@I533@,@I532@,@I531@
Frances Anne Emily,Vane,-1,-1,F,@I534@,,
Randolph,Churchill,1849,1895,M,@I535@,@I534@,@I533@
Jennie,Jerome,-1,-1,F,@I536@,,
Winston S.,Churchill,-1,-1,M,@I537@,@I536@,@I535@
Georgina Carolina,Carteret,-1,1780,F,@I538@,,
John,Spencer,1733,1783,M,@I539@,@I538@,@I524@
Margaret Georgiana,Poyntz,-1,-1,F,@I540@,,
George John,Spencer,1758,1834,M,@I541@,@I540@,@I539@
Lavinia,Bingham,-1,1831,F,@I542@,,
Frederick,Spencer,1798,1857,M,@I543@,@I542@,@I541@
Adelaide Horatia Elizabeth,Seymour,1825,1877,F,@I544@,,
Charles Robert,Spencer,1857,1922,M,@I545@,@I544@,@I543@
Margaret,Baring,-1,-1,F,@I546@,,
Albert Edward John Vii,Spencer,1892,1975,M,@I547@,@I546@,@I545@
Cynthia Elinor Beatrix,Hamilton,1897,1972,F,@I548@,,
Edward John Viii,Spencer,1924,1992,M,@I549@,@I548@,@I547@
Frances Ruth Burke,Roche,1936,-1,F,@I550@,,
Diana Frances,Spencer,1961,-1,F,@I551@,@I550@,@I549@
John,Smith,-1,-1,M,@I552@,,
Mary,Warner,-1,-1,F,@I553@,@I406@,@I405@
Mildred,Smith,-1,-1,F,@I554@,@I553@,@I552@
Robert,Porteus,1679,1758,M,@I555@,,
Robert,Porteus,1705,1754,M,@I556@,@I554@,@I555@
Judith,Cockayne,-1,-1,F,@I557@,,
Mildred,Porteus,1743,1815,F,@I558@,@I557@,@I556@
Robert,Hodgson,1739,1808,M,@I559@,,
Robert Hodgson,Very,1773,1844,M,@I560@,@I558@,@I559@
Mary,Tucker,-1,-1,F,@I561@,,
Henrietta Mildred,Hodgson,1805,1891,F,@I562@,@I561@,@I560@
Oswald,Smith,1794,1863,M,@I563@,,
Frances Dora,Smith,1832,1922,F,@I564@,@I562@,@I563@
Claude,Bowes-Lyon,1824,1904,M,@I565@,,
Claude George,Bowes-Lyon,1855,1944,M,@I566@,@I564@,@I565@
Nina Cecilia,Cavendish-Bentin,1862,1938,F,@I567@,,
Elizabeth Angela Marguerite,Bowes-Lyon,1900,-1,F,@I568@,@I567@,@I566@
George Vi,Windsor,1895,1952,M,@I569@,,
Elizabeth Ii,Windsor,1926,-1,F,@I570@,@I568@,@I569@
Philip,Mountbatten,1921,-1,M,@I571@,,
Charles,Windsor,1948,-1,M,@I572@,@I570@,@I571@
John,Butler,-1,-1,M,@I573@,,
Margaret,Sutton,-1,-1,F,@I574@,@I646@,@I645@
Edmund,Sutton,-1,-1,M,@I575@,,
Joyce,Tiptoft,-1,-1,F,@I576@,@I578@,@I577@
John,Tiptoft,-1,1443,M,@I577@,,@I579@
Joyce,Cherlton,-1,1446,F,@I578@,@I591@,@I590@
Payn,Tybotot,-1,1413,M,@I579@,,@I580@
John,Tybotot,-1,1367,M,@I580@,@I582@,@I581@
Payn,Tybotot,-1,1314,M,@I581@,,
Agnes,De Ros,-1,1328,F,@I582@,,@I583@
William,De Ros,-1,1316,M,@I583@,@I585@,@I584@
Robert,De Ros,-1,1285,M,@I584@,@I670@,@I586@
Isabel,D'aubigny,-1,1301,F,@I585@,,@I588@
William,De Ros,-1,1264,M,@I586@,@I669@,@I587@
Robert,De Ros,-1,1226,M,@I587@,,
William,D'aubigny,-1,1247,M,@I588@,,@I589@
William,D'aubigny,-1,1236,M,@I589@,,
Edward,Cherleton,-1,1421,M,@I590@,@I593@,@I592@
Eleanor,Holand,-1,1405,F,@I591@,@I605@,@I604@
John,Cherleton,-1,-1,M,@I592@,,
Joan,De Stafford,-1,-1,F,@I593@,@I595@,@I594@
Ralph,De Stafford,-1,1372,M,@I594@,,
Margaret,Audley,-1,1348,F,@I595@,@I597@,@I596@
Hugh,De Audley,-1,1347,M,@I596@,,
Margaret,De Clare,-1,1342,F,@I597@,,@I598@
Gilbert,De Clare,-1,1295,M,@I598@,@I600@,@I599@
Richard,De Clare,-1,1262,M,@I599@,,@I601@
Maud,De Lacy,-1,1288,F,@I600@,,@I603@
Gilbert,De Clare,-1,1230,M,@I601@,,@I602@
Richard,De Clare,-1,1217,M,@I602@,,
John,De Lacy,-1,1240,M,@I603@,,
Thomas,Holand,-1,-1,M,@I604@,@I648@,@I647@
Alice,Fitzalan,-1,1416,F,@I605@,@I607@,@I606@
Richard,Fitzalan,-1,1376,M,@I606@,@I609@,@I608@
Eleanor of,Lancaster,-1,1372,F,@I607@,@I617@,@I616@
Edmund,Fitzalan,-1,1326,M,@I608@,,
Alice,De Warrenne,-1,-1,F,@I609@,@I611@,@I610@
William,De Warrenne,-1,1286,M,@I610@,,
Joan,De Vere,-1,1293,F,@I611@,,@I612@
Robert,De Vere,-1,1296,M,@I612@,@I614@,@I613@
Hugh,De Vere,-1,1263,M,@I613@,,@I615@
Hawise,De Quincy,-1,-1,F,@I614@,,
Saher,De Quincy,-1,1221,M,@I615@,,
Henry of,Lancaster,-1,1345,M,@I616@,,@I626@
Maud,Chaworth,-1,1322,F,@I617@,@I619@,@I618@
Patrick,Chaworth,-1,-1,M,@I618@,,
Isabel,Beauchamp,-1,-1,F,@I619@,@I621@,@I620@
William,Beauchamp,-1,-1,M,@I620@,,
Maud,Fitzgeoffrey,-1,-1,F,@I621@,@I623@,@I622@
John,Fitzgeoffrey,-1,-1,M,@I622@,,
Isabel,Bigod,-1,1230,F,@I623@,,@I624@
Hugh,Bigod,-1,1225,M,@I624@,,@I625@
Roger,Bigod,-1,1221,M,@I625@,,
Edmund,Crouchback,-1,1296,M,@I626@,,@I627@
Henry Iii of,England,-1,1272,M,@I627@,,@I628@
John Lackland of,England,-1,1216,M,@I628@,,
George,Talboys,-1,-1,M,@I629@,,
Elizabeth,Gascoigne,-1,-1,F,@I630@,@I632@,@I631@
William,Gascoigne,-1,-1,M,@I631@,,
Margaret,Percy,-1,-1,F,@I632@,@I634@,@I633@
Henry,Percy,-1,-1,M,@I633@,@I636@,@I635@
Eleanor,Poynings,-1,-1,F,@I634@,,
Henry,Percy,-1,-1,M,@I635@,@I638@,@I637@
Eleanor,Neville,-1,-1,F,@I636@,,
Henry,Percy,-1,-1,M,@I637@,,
Elizabeth,Mortimer,-1,-1,F,@I638@,@I640@,@I639@
Edmund,Mortimer,-1,-1,M,@I639@,,
Philippa,Plantagenet,-1,-1,F,@I640@,@I642@,@I641@
Lionel of,Antwerp,-1,-1,M,@I641@,@I644@,@I643@
Elizabeth,De Burgh,-1,-1,F,@I642@,,
Edward Iii of,England,-1,1377,M,@I643@,,
Philippa of,Hainault,-1,-1,F,@I644@,,
John,Sutton,-1,-1,M,@I645@,@I576@,@I575@
_____,Charroll,-1,-1,F,@I646@,,
Thomas,Holand,-1,-1,M,@I647@,,
Joan,Plantagenet,-1,-1,F,@I648@,@I650@,@I649@
Edmund of,Woodstock,-1,-1,M,@I649@,@I652@,@I651@
Margaret,Wake,-1,-1,F,@I650@,,
Edward I of,England,-1,-1,M,@I651@,,
Margaret of,France,-1,-1,F,@I652@,,
Lawrence,Towneley,-1,-1,M,@I653@,,@I655@
Helen,Hesketh,-1,-1,F,@I654@,,
Henry,Towneley,-1,-1,M,@I655@,,@I656@
Lawrence,Towneley,-1,-1,M,@I656@,@I658@,@I657@
John,Towneley,-1,-1,M,@I657@,,
Isabel,Sherburne,-1,-1,F,@I658@,@I660@,@I659@
Richard,Sherburne,-1,-1,M,@I659@,@I662@,@I661@
Matilda,Hamerton,-1,-1,F,@I660@,,
Richard,Bayley,-1,-1,M,@I661@,@I664@,@I663@
Agnes,Stanley,-1,-1,F,@I662@,,
Richard,Bayley,-1,-1,M,@I663@,,
Margaret,Sherburne,-1,-1,F,@I664@,@I666@,@I665@
Richard,Sherburne,-1,-1,M,@I665@,,
Alice,Plumpton,-1,-1,F,@I666@,@I668@,@I667@
William,Plumpton,-1,-1,M,@I667@,@I672@,@I671@
Christiana,,-1,-1,F,@I668@,,
Isabel of,Scotland,-1,-1,F,@I669@,,@I675@
Lucy,Fitzpiers,-1,-1,F,@I670@,,
Robert,Plumpton,-1,-1,M,@I671@,,
Lucy,De Ros,-1,-1,F,@I672@,@I674@,@I673@
William,De Ros,-1,-1,M,@I673@,@I670@,@I586@
Eustache,Fitzhugh,-1,-1,F,@I674@,,
,William,-1,1214,M,@I675@,,
George Herbert Walker,Bush,1924,2018,M,@I676@,@I691@,@I690@
Barbara,Pierce,1925,2018,F,@I677@,,
Richard,Bush,-1,1732,M,@I678@,,
Mary,Fairbanks,1699,1743,F,@I679@,@I1340@,@I1339@
Timothy,Bush,1728,1815,M,@I680@,@I679@,@I678@
Deborah,House,1742,1819,F,@I681@,@I874@,@I877@
Timothy,Bush,1766,1850,M,@I682@,@I681@,@I680@
Lydia,Newcomb,1763,1835,F,@I683@,@I866@,@I871@
Obadiah Newcomb,Bush,1797,1851,M,@I684@,@I683@,@I682@
Harriet,Smith,1800,1867,F,@I685@,@I859@,@I858@
James Smith,Bush,1825,1889,M,@I686@,@I685@,@I684@
Harriet Eleanor,Fay,1829,1924,F,@I687@,@I910@,@I845@
Samuel Prescott,Bush,1863,1948,M,@I688@,@I687@,@I686@
Flora,Sheldon,1872,1920,F,@I689@,@I743@,@I742@
Prescott Sheldon,Bush,1895,1972,M,@I690@,@I689@,@I688@
Dorothy,Walker,1901,-1,F,@I691@,@I741@,@I740@
Adam,Holliday,1680,-1,M,@I692@,,
Jane,MacOmson,1688,-1,F,@I693@,,
Samuel,Holliday,1710,-1,M,@I694@,@I693@,@I692@
Janet,Adair,1714,-1,F,@I695@,,
William,Holliday,1755,-1,M,@I696@,@I695@,@I694@
Martha,Patton,-1,-1,F,@I697@,,
Joseph,Holliday,1790,1870,M,@I698@,@I697@,@I696@
Nancy R.,McCune,-1,-1,F,@I699@,,
John James,Holliday,1819,1881,M,@I700@,@I699@,@I698@
Lucretia Green,Foree,-1,-1,F,@I701@,@I882@,@I911@
Nannie E.,Holliday,1847,1942,F,@I702@,@I701@,@I700@
John,Field,1730,-1,M,@I703@,,
Anna,Clark,-1,-1,F,@I704@,,
Robert E,Field,1745,-1,M,@I705@,@I704@,@I703@
Sarah J,Green,-1,-1,F,@I706@,,
John,Field,-1,-1,M,@I707@,@I706@,@I705@
Sally,Wood,-1,-1,F,@I708@,,@I925@
Mildred,Field,-1,-1,F,@I709@,@I708@,@I707@
Isaac,Powell,-1,-1,M,@I710@,,
Elizabeth,Perdue,-1,-1,F,@I711@,,
John,Powell,-1,-1,M,@I712@,@I711@,@I710@
Susanna,Bryan,-1,-1,F,@I713@,,
Mary,Powell,1763,1841,F,@I714@,@I713@,@I712@
Samuel,Hastings,-1,-1,M,@I715@,,
Mary,Hill,-1,-1,F,@I716@,,
Martha,Hastings,1722,1806,F,@I717@,@I716@,@I715@
Robert,Stackhouse,1691,-1,M,@I718@,,
Margaret,Stone,-1,-1,F,@I719@,,
James,Stackhouse,1725,1759,M,@I720@,@I719@,@I718@
Amos,Stackhouse,1757,1825,M,@I721@,@I717@,@I720@
Esther,Stackhouse,1787,1819,F,@I722@,@I714@,@I721@
Joseph,Keeler,1683,1757,M,@I723@,@I1333@,@I1334@
Elizabeth,Whitney,1684,1763,F,@I724@,,
Elijah John,Keeler,1726,1782,M,@I725@,@I724@,@I723@
Sarah,Northrup,1728,1781,F,@I726@,,
Rebecca,Keeler,1751,1812,F,@I727@,@I726@,@I725@
Ebenezer,Hamblen,1682,1735,M,@I728@,,
Thankful,Hamblen,1688,1768,F,@I729@,,
Thankful,Hamblen,1715,1768,F,@I730@,@I729@,@I728@
Samuel,Bangs,1680,1750,M,@I731@,,
Mary,Hinckley,1678,1740,F,@I732@,@I1359@,@I1358@
Joseph,Bangs,1712,1757,M,@I733@,@I732@,@I731@
Lemuel,Bangs,1739,1824,M,@I734@,@I730@,@I733@
Elijah Keeler,Bangs,1780,1856,M,@I735@,@I727@,@I734@
Mary Ann,Bangs,1817,1876,F,@I736@,@I722@,@I735@
Christopher,Mounce,-1,-1,M,@I737@,,
Martha,_____,-1,-1,F,@I738@,,
Ann,Mounce,1701,1744,F,@I739@,@I738@,@I737@
George Herbert,Walker,1875,1953,M,@I740@,@I905@,@I915@
Lucretia Loulie,Wear,1874,1961,F,@I741@,@I702@,@I900@
Robert Emmet,Sheldon,1845,1917,M,@I742@,@I920@,@I923@
Mary Elizabeth,Butler,1850,1897,F,@I743@,@I917@,@I809@
Thomas Arbuthnot,Mercer,-1,-1,M,@I744@,,
Elizabeth,Barnes,-1,-1,F,@I745@,,
Robert,Mercer,1696,1769,M,@I746@,@I745@,@I744@
Robert,Mercer,1737,1793,M,@I747@,@I739@,@I746@
John,Mercer,-1,-1,M,@I748@,@I2247@,@I747@
William,Davis,-1,-1,M,@I749@,,
Angel,Davis,-1,-1,F,@I750@,,
Thomas,Davis,1698,1750,M,@I751@,@I750@,@I749@
Rebecca,Gregory,-1,-1,F,@I752@,,
Richard,Davis,1745,-1,M,@I753@,@I752@,@I751@
Rebecca,Davis,-1,-1,F,@I754@,,@I753@
Harriet,Mercer,1802,1869,F,@I755@,@I754@,@I748@
Jabez,Wood,1718,-1,M,@I756@,@I1281@,@I1282@
Joanna,Short,-1,-1,F,@I757@,,
Joanna,Wood,1750,1813,F,@I758@,@I757@,@I756@
Jonathan,Horton,1695,1774,M,@I759@,,
Ann,Millard,1707,1750,F,@I760@,@I1376@,@I1375@
Thomas,Horton,1698,1732,M,@I762@,,
Keziah,Carpenter,1696,1763,F,@I763@,@I1319@,@I1318@
Comfort,Horton,1743,1805,M,@I764@,@I760@,@I759@
Sarah,Horton,1777,1856,F,@I765@,@I758@,@I764@
Submit,Horton,-1,1778,F,@I766@,@I763@,@I762@
James,Wheeler,1696,1753,M,@I767@,@I1258@,@I1257@
Elizabeth,West,1693,-1,F,@I768@,,
Jeremiah,Wheeler,1730,1811,M,@I769@,@I768@,@I767@
Jarvis,Wheeler,1774,1852,M,@I770@,@I766@,@I769@
Betsey S.,Wheeler,1800,1881,F,@I771@,@I765@,@I770@
Ephraim,Martin,1675,1733,M,@I772@,,
Thankful,Bullock,1680,1762,F,@I773@,,
Lydia,Martin,1718,1798,F,@I774@,@I773@,@I772@
Mial,Pierce,1691,1786,M,@I775@,@I1311@,@I1310@
Judith,Round,1687,1743,F,@I776@,,
Nathan,Pierce,1715,1793,M,@I777@,@I776@,@I775@
Isaac,Pierce,1763,1849,M,@I778@,@I774@,@I777@
Anna,Fitch,1763,1809,F,@I779@,,@I780@
Amos,Fitch,-1,-1,M,@I780@,,
Henry,Vanderburgh,1716,1787,M,@I781@,,
Sarah,Van Kleeck,-1,-1,F,@I782@,,
Susanna,Vanderburgh,-1,-1,F,@I783@,@I782@,@I781@
Thomas,Newcomb,1691,1761,M,@I784@,,
Judith,Woodworth,1701,-1,F,@I785@,,
Judith,Newcomb,1733,1808,F,@I786@,@I785@,@I784@
Richard,Lewis,-1,-1,M,@I787@,,
Susannah,Lewis,1761,1822,F,@I788@,@I783@,@I787@
Gilbert,Livingston,1689,1745,M,@I789@,@I1175@,@I1174@
Cornelia,Beekman,1692,1741,F,@I790@,@I1363@,@I1362@
James,Livingston,1728,1790,M,@I791@,@I790@,@I789@
Gilbert James,Livingston,1758,1833,M,@I792@,@I786@,@I791@
Judith,Livingston,1785,1858,F,@I793@,@I788@,@I792@
Samuel,Kingsley,1693,1730,M,@I794@,@I1350@,@I1351@
Mary,_____,-1,-1,F,@I795@,,
Silence,Kingsley,1727,-1,F,@I796@,@I795@,@I794@
Daniel,Herrick,1707,-1,M,@I797@,,
Elizabeth,Rust,1712,1740,F,@I798@,,
Samuel,Herrick,1732,1797,M,@I799@,@I798@,@I797@
Sarah,Herrick,1764,1823,F,@I800@,@I796@,@I799@
Ephraim,Whiting,1698,1788,M,@I801@,@I1269@,@I1270@
Abigail,Mason,-1,1748,F,@I802@,,
Susanna,Whiting,1734,-1,F,@I803@,@I802@,@I801@
Israel,Butler,1696,1757,M,@I804@,,
Elizabeth,Blossom,1704,1733,F,@I805@,,
Benjamin,Butler,1727,1800,M,@I806@,@I805@,@I804@
Nathaniel,Butler,1761,1829,M,@I807@,@I803@,@I806@
Samuel Herrick,Butler,1785,1851,M,@I808@,@I800@,@I807@
Courtland Philip Livingston,Butler,1813,1891,M,@I809@,@I793@,@I808@
George,Bocher,-1,-1,M,@I810@,,
Margareth,_____,-1,-1,F,@I811@,,
Susanna,Bocher,1703,1773,F,@I812@,@I811@,@I810@
John,Breck,1704,1761,M,@I813@,,
Margaret,Thomas,1707,1765,F,@I814@,@I1293@,@I1292@
Abigail,Breck,1732,1819,F,@I815@,@I814@,@I813@
Theophilus,Lillie,1689,1760,M,@I816@,,
Hannah,Ruck,1701,1767,F,@I817@,@I962@,@I963@
John,Lillie,1728,1766,M,@I818@,@I817@,@I816@
Anna,Lillie,1760,1804,F,@I819@,@I815@,@I818@
John,Goffe,1679,1748,M,@I820@,,
Hannah,Sumner,1674,1748,F,@I821@,,
John,Goffe,1701,1786,M,@I822@,@I821@,@I820@
Martha,Goffe,-1,1807,F,@I823@,@I2207@,@I822@
Amos,Howard,1696,-1,M,@I824@,,
Judith,Wallingford,1698,-1,F,@I825@,,
Ebenezer,Howard,1730,1783,M,@I826@,@I825@,@I824@
Samuel,Howard,1752,1797,M,@I827@,@I823@,@I826@
Harriet,Howard,1782,1847,F,@I828@,@I819@,@I827@
John,Brigham,1679,1728,M,@I829@,,
Martha,_____,-1,1733,F,@I830@,,
Abigail,Brigham,1723,1776,F,@I831@,@I830@,@I829@
Jonathan,Prescott,1676,1728,M,@I832@,,
Rebecca,Bulkeley,1680,-1,F,@I833@,@I1148@,@I1147@
Abel,Prescott,1718,1805,M,@I834@,@I833@,@I832@
Lucy,Prescott,1757,1792,F,@I835@,@I831@,@I834@
Samuel,Prescott,-1,-1,M,@I836@,@I831@,@I834@
Ebenezer,Phillips,1694,1744,M,@I837@,@I1353@,@I1352@
Mary,Smith,1696,1745,F,@I838@,,
Joanna,Phillips,1729,1788,F,@I839@,@I838@,@I837@
John,Fay,1699,1731,M,@I840@,@I1122@,@I1123@
Hannah,Child,1700,1788,F,@I841@,@I1300@,@I1301@
Jonathan,Fay,1724,1800,M,@I842@,@I841@,@I840@
Jonathan,Fay,1751,1811,M,@I843@,@I839@,@I842@
Samuel Prescott Phillips,Fay,1778,1856,M,@I844@,@I835@,@I843@
Samuel Howard,Fay,1804,1847,M,@I845@,@I828@,@I844@
Ephraim,Fellows,1641,1710,M,@I846@,,
Anne,Cross,1651,1710,F,@I847@,,
Elizabeth,Fellows,1685,1741,F,@I848@,@I847@,@I846@
Henry,Stevens,-1,1726,M,@I849@,,
Elizabeth,Gallup,-1,1736,F,@I850@,,
Henry,Stevens,1681,1749,M,@I851@,@I850@,@I849@
Lucy,Stevens,1717,1806,F,@I852@,@I848@,@I851@
Daniel,Smith,1641,1680,M,@I853@,@I1316@,@I1317@
Mary,Grant,-1,1681,F,@I854@,,
John,Smith,1672,1739,M,@I855@,@I854@,@I853@
Susanna,_____,1669,1746,F,@I856@,,
Ephraim,Smith,1704,1774,M,@I857@,@I856@,@I855@
Sanford,Smith,1760,1815,M,@I858@,@I852@,@I857@
Priscilla,Whipple,1763,1838,F,@I859@,,
George,Stillman,1654,1727,M,@I860@,,
Rebecca,Smith,1668,1749,F,@I861@,@I1251@,@I1252@
Anna,Stillman,1699,1767,F,@I862@,@I861@,@I860@
John,May,1662,1730,M,@I863@,@I1285@,@I1286@
Prudence,Bridge,1663,1722,F,@I864@,,
Hezekiah,May,1696,1783,M,@I865@,@I864@,@I863@
Elizabeth,May,1730,1789,F,@I866@,@I862@,@I865@
Simon,Newcomb,1666,1745,M,@I867@,,
Deborah,Buell,1665,1756,F,@I868@,,
Obadiah,Newcomb,1695,1761,M,@I869@,@I868@,@I867@
Abigail,Curtis,1693,1757,F,@I870@,,
Daniel,Newcomb,1729,1789,M,@I871@,@I870@,@I869@
Israel,Guild,1689,1766,M,@I872@,,
Sarah,George,1695,1732,F,@I873@,,
Deborah,Guild,1715,1783,F,@I874@,@I873@,@I872@
Nathaniel,House,-1,1763,M,@I875@,,
Hannah,Davenport,1685,1769,F,@I876@,@I1344@,@I1343@
John,House,1715,1805,M,@I877@,@I876@,@I875@
Henry,Dawson,-1,-1,M,@I878@,,
_____,Sandford,-1,-1,F,@I879@,,
Samuel,Dawson,-1,-1,M,@I880@,@I879@,@I878@
_____,Montjoy,-1,-1,F,@I881@,,
Eliza,Dawson,-1,-1,F,@I882@,@I881@,@I880@
William,Wood,-1,1824,M,@I883@,,
Martha,Carter,-1,1807,F,@I884@,,
Mildred,Wood,-1,-1,F,@I885@,@I884@,@I883@
Sally,Wood,-1,-1,F,@I887@,,@I883@
Jeremiah,Yancey,1748,1788,M,@I888@,,
Margaret,Mullins,-1,-1,F,@I889@,,
Jechonias,Yancey,-1,-1,M,@I890@,@I889@,@I888@
David,Yancey,-1,-1,M,@I891@,@I885@,@I890@
Sarah Armanda,Yancey,1819,1879,F,@I892@,@I709@,@I891@
Jonathan,Gault,-1,-1,M,@I893@,,
Elizabeth,Yancey,-1,-1,F,@I894@,@I709@,@I891@
Jonathan,Weir,1750,1832,M,@I895@,,
Mary,Rankin,1758,1843,F,@I896@,,
James Hutchenson,Weir,1789,1832,M,@I897@,@I896@,@I895@
Elizabeth,Gault,-1,-1,F,@I898@,,@I893@
William Gault,Wear,1817,1887,M,@I899@,@I898@,@I897@
James Hutchenson,Wear,1838,1893,M,@I900@,@I892@,@I899@
Victor Emanuel,Bechi,-1,-1,M,@I901@,,
Joseph,Beaky,-1,-1,M,@I902@,,@I901@
Catherine,Shriner,-1,-1,F,@I903@,,
Joseph Ambrose,Beaky,1818,1858,M,@I904@,@I903@,@I902@
Martha Adela,Beaky,1841,1906,F,@I905@,@I736@,@I904@
John,Shellman,1723,1816,M,@I906@,,
Maria Margareth,Fout,1731,1795,F,@I907@,@I812@,@I924@
John,Shellman,1756,1838,M,@I908@,@I907@,@I906@
Clarissa,Montfort,-1,1845,F,@I909@,,
Susan,Shellman,1808,1887,F,@I910@,@I909@,@I908@
Peter,Foree,-1,-1,M,@I911@,,
Thomas,Walker,-1,1799,M,@I912@,,
Catharine,McLelland,-1,-1,F,@I913@,,
George E,Walker,1797,1864,M,@I914@,@I913@,@I912@
David Davis,Walker,1840,1918,M,@I915@,@I755@,@I914@
Levi,Pierce,1797,1838,M,@I916@,@I779@,@I778@
Elizabeth Slade,Pierce,1822,1901,F,@I917@,@I771@,@I916@
James,Uncles,1794,1835,M,@I918@,,
Elizabeth Betsey,Criswell,-1,-1,F,@I919@,,
Martha,Uncles,1824,1912,F,@I920@,@I919@,@I918@
Michael,Sheldon,-1,-1,M,@I921@,,
Mary,_____,-1,-1,F,@I922@,,
Thomas H,Sheldon,1818,1854,M,@I923@,@I922@,@I921@
Baltis Balthazar,Fout,-1,1751,M,@I924@,,
Jesse,Wood,-1,1824,M,@I925@,,
Edward I of,England,-1,1307,M,@I926@,,
Eleanor of,Castile,-1,-1,F,@I927@,,
Joan,Plantagenet,-1,-1,F,@I928@,@I927@,@I926@
Gilbert,De Clare,-1,-1,M,@I929@,,
Eleanor,De Clare,-1,-1,F,@I930@,@I928@,@I929@
Hugh Le,Despencer,-1,-1,M,@I931@,,
Isabel Le,Despencer,-1,-1,F,@I932@,@I930@,@I931@
Richard,Fitzalan,-1,-1,M,@I933@,,
Isabel,Fitzalan,-1,-1,F,@I934@,@I932@,@I933@
John Le,Strange,-1,-1,M,@I935@,,
Ankaret Le,Strange,-1,-1,F,@I936@,@I934@,@I935@
Richard,Talbot,-1,-1,M,@I937@,,
Mary,Talbot,-1,-1,F,@I938@,@I936@,@I937@
Thomas,Greene,-1,-1,M,@I939@,,
Thomas,Greene,-1,-1,M,@I940@,@I938@,@I939@
Phillippa,Ferrers,-1,-1,F,@I941@,,
Elizabeth,Greene,-1,-1,F,@I942@,@I941@,@I940@
William,Raleigh,-1,-1,M,@I943@,,
Edward,Raleigh,-1,-1,M,@I944@,@I942@,@I943@
Margaret,Verney,-1,-1,F,@I945@,,
Edward,Raleigh,-1,-1,M,@I946@,@I945@,@I944@
Anne,Chamberlayne,-1,-1,F,@I947@,,
Bridget,Raleigh,-1,-1,F,@I948@,@I947@,@I946@
John,Cope,-1,-1,M,@I949@,@I1203@,@I1204@
Elizabeth,Cope,-1,-1,F,@I950@,@I948@,@I949@
John,Dryden,-1,-1,M,@I951@,,
Bridget,Dryden,-1,-1,F,@I952@,@I950@,@I951@
Francis,Marbury,-1,-1,M,@I953@,,
Anne,Marbury,-1,-1,F,@I954@,@I952@,@I953@
