first,last,birth,death,gender,id,mother,father
Turough,,-1,-1,M,@I2210@,@I2211@
Teige (Terence),,-1,1023,M,@I2211@,@I2212@
Brian Boru,,-1,-1,M,@I2212@
Dearbforgail,,-1,1080,F,@I2213@,@I2212@
Dermot,MacMailnamo,-1,1072,M,@I2214@
Murchad,,-1,1090,M,@I2215@,@I2213@,@I2214@
Eva,,-1,-1,F,@I2216@,@I2218@,@I2217@
William,Marshal,-1,-1,M,@I2217@
Isabel,,-1,-1,F,@I2218@,@I2220@,@I2219@
Richard (Strongbow),,-1,-1,M,@I2219@
Aoife (Eva),,-1,-1,F,@I2220@,@I2221@
Dermot,MacMurrough,-1,1171,M,@I2221@,@I2222@
Enna,,-1,1126,M,@I2222@,@I2223@
Donchad,,-1,1126,M,@I2223@,@I2215@
Sybil,,-1,-1,F,@I2224@,@I1392@,@I1391@
Ingibiorg,,-1,-1,F,@I2225@,@I2226@
Finn,Arnasson,-1,-1,M,@I2226@
Matilda,,-1,1131,F,@I2227@
Henry of_Huntingdon,,-1,1152,M,@I2228@,@I2227@,@I1515@
Ada,,-1,-1,F,@I2229@
Malcolm_IV the_Maiden,,-1,-1,M,@I2230@,@I2229@,@I2228@
Willaim_I the_Lion,,-1,-1,M,@I2231@,@I2229@,@I2228@
Ermengarde,,-1,1234,F,@I2232@
Mary of_Coucy,,-1,-1,F,@I2233@
Margaret,,-1,1283,F,@I2234@,@I1283@,@I1585@
Eric,Magnusson,-1,-1,M,@I2235@
Margaret Maid_of_Norway,,1282,1290,F,@I2236@,@I2234@,@I2235@
Duncan_II May-Nov,,-1,-1,M,@I2237@,@I2225@,@I1511@
Ethelreda,,-1,-1,F,@I2238@
Duncan_I,,-1,-1,M,@I2239@,@I2243@,@I2242@
Sybil,,-1,-1,F,@I2240@
Donald_III Bane,,-1,-1,M,@I2241@,@I2240@,@I2239@
Crinan,,-1,-1,M,@I2242@
Bethoc,,-1,-1,F,@I2243@,@I2248@
Gillacomgan,,-1,-1,M,@I2244@
Gruoch,,-1,-1,F,@I2245@,@I2255@
Lulach,,-1,-1,M,@I2246@,@I2245@,@I2244@
Macbeth,,-1,1057,M,@I2247@
Malcolm_II,,-1,-1,M,@I2248@,@I2249@
Kenneth_II,,-1,-1,M,@I2249@,@I2250@
Malcolm_I,,-1,-1,M,@I2250@,@I2251@
Donald_II,,-1,-1,M,@I2251@,@I2252@
Constantine_II,,-1,-1,M,@I2252@,@I2261@
Duff,,-1,-1,M,@I2253@,@I2250@
Kenneth_III,,-1,-1,M,@I2254@,@I2253@
Beoedhe,,-1,-1,M,@I2255@,@I2254@
Constantine_IV,,-1,-1,M,@I2256@,@I2257@
Colin,,-1,-1,M,@I2257@,@I2258@
Indulf,,-1,-1,M,@I2258@,@I2259@
Constantine_III,,-1,-1,M,@I2259@,@I2260@
Aedh,,-1,-1,M,@I2260@,@I2261@
Kenneth_I,MacAlpin,-1,-1,M,@I2261@,@I2265@
Unknown_Dau.,,-1,-1,F,@I2262@,@I2261@
Run of_Strathclyde,,-1,-1,M,@I2263@
Eocha,,-1,-1,M,@I2264@,@I2262@,@I2263@
Alpin,,-1,834,M,@I2265@
Donald_I,,-1,-1,M,@I2266@,@I2265@
Charles_II,,-1,-1,M,@I2267@
Reynald,Cobham,-1,-1,M,@I2268@
of_Burgandy,,-1,-1,M,@I2269@
Peter of_Luxemburg,,-1,-1,M,@I2270@
Richard,Woodville,-1,-1,M,@I2271@
Rene,,-1,-1,M,@I2272@
Thomas of_Heton,Grey,-1,-1,M,@I2273@
Joachim Frederick of_Brandenburg,,-1,-1,M,@I2274@
Richard,Pole,-1,-1,M,@I2275@
John,De_La_Pole,-1,-1,M,@I2276@
Thomas,Holland,-1,-1,M,@I2277@
Edward,,-1,-1,M,@I2278@
Edmund,,-1,-1,M,@I2279@
Roger,Mortimer,-1,1409,M,@I2280@,@I1345@,@I1344@
Eleanor,Mortimer,-1,-1,F,@I2281@,@I1345@,@I1344@
Edward,Courtenay,-1,-1,M,@I2282@
Edmund,Mortimer,-1,1409,M,@I2283@,@I1348@,@I1349@
Elizabeth,Mortimer,-1,-1,F,@I2284@,@I1348@,@I1349@
Philippa,Mortimer,-1,1401,F,@I2285@,@I1348@,@I1349@
Henry (Hotspur),Percy,-1,-1,M,@I2286@
Thomas,,-1,-1,M,@I2287@
John,Hastings,-1,-1,M,@I2288@
Richard,Fitzalan,-1,-1,M,@I2289@
Thomas of_Basing,Poynings,-1,-1,M,@I2290@
Charles_IV,,1316,1378,M,@I2291@
John,Holland,-1,-1,M,@I2292@
John,Cornwall,-1,-1,M,@I2293@
Constance,,-1,-1,F,@I2294@,@I1337@,@I1237@
Thomas of_Gloucester,Despencer,-1,-1,M,@I2295@
Philippa,,-1,-1,F,@I2296@
,Fitzwater,-1,-1,M,@I2297@
John,Golafre,-1,-1,M,@I2298@
Thomas,Clifford,-1,-1,M,@I2299@
John,,-1,-1,M,@I2300@
Hugh,Seymour,1759,1801,M,@I2301@,@I2304@,@I2303@
Anne Horatia,Waldegrave,-1,1801,F,@I2302@
Francis of_Hertford I,Seymour,1718,1794,M,@I2303@
Isabella,,1726,1782,F,@I2304@,@I2306@,@I2305@
Charles,Fitzroy,1683,1757,M,@I2305@,@I2308@,@I2307@
Henrietta,Somerset,-1,1726,F,@I2306@
Henry,Fitzroy,1663,1690,M,@I2307@
Isabella,Bennett,-1,1723,F,@I2308@
William of_Northampton,Parr,-1,-1,M,@I2309@,@I866@,@I865@
John Northumberland,Dudley,-1,1553,M,@I2310@
Jane,Guildford,-1,-1,F,@I2311@
John,Dudley,-1,1554,M,@I2312@,@I2311@,@I2310@
Ambrose,Dudley,-1,1590,M,@I2313@,@I2311@,@I2310@
Henry,Dudley,-1,-1,M,@I2314@,@I2311@,@I2310@
Robert of_Leicester,Dudley,-1,1588,M,@I2315@,@I2311@,@I2310@
Jane,Dudley,-1,-1,F,@I2316@,@I2311@,@I2310@
Mary,Dudley,-1,1586,F,@I2317@,@I2311@,@I2310@
Catherine,Dudley,-1,-1,F,@I2318@,@I2311@,@I2310@
Anne,Seymour,-1,1588,F,@I2319@,@I2393@,@I2392@
Edward,Unton,-1,-1,M,@I2320@
Anne,Whorwood,-1,1552,F,@I2321@
Elizabeth,Talboys,-1,-1,F,@I2322@
Anne,Russell,-1,1603,F,@I2323@
John,Dudley,-1,-1,M,@I2324@,@I2321@,@I2313@
Margaret,Audley,-1,1563,F,@I2325@
Thomas,Howard,-1,1572,M,@I2326@
Henry,Seymour,-1,-1,M,@I2327@,@I2393@,@I2392@
Henry,Sidney,-1,1586,M,@I2328@
Henry of_Huntington,Hastings,-1,1595,M,@I2329@
Amy,Robsart,-1,1560,F,@I2330@
Lettice,Knollys,-1,1634,F,@I2331@,@I2403@,@I2405@
Henry,Herbert,-1,-1,M,@I2332@
Thomas,Keyes,-1,1571,M,@I2333@
Margaret,Clifford,-1,1596,F,@I2334@,@I1428@,@I2104@
Henry,Stanley,-1,1593,M,@I2335@
Anne,Dacre,-1,1581,F,@I2336@
Elizabeth,Howard,-1,1512,F,@I2337@,@I2342@,@I2341@
George Rochford,Boleyn,-1,1536,M,@I2338@,@I2337@,@I2099@
Mary,Boleyn,-1,1544,F,@I2339@,@I2337@,@I2099@
William,Carey,-1,1528,M,@I2340@
Thomas,Howard,-1,1524,M,@I2341@
Elizabeth,Tilney,-1,1497,F,@I2342@
Thomas,Howard,-1,-1,M,@I2343@,@I2342@,@I2341@
Anne of_York,,-1,1511,F,@I2344@
Elizabeth,Stafford,-1,1558,F,@I2345@
Dorothy,Troyes,-1,-1,F,@I2346@
Agnes,Tilney,-1,1545,F,@I2347@
William of_Effingham,Howard,-1,1572,M,@I2348@,@I2347@,@I2341@
Dorothy,Howard,-1,-1,F,@I2349@,@I2347@,@I2341@
Elizabeth,Howard,-1,1534,F,@I2350@,@I2347@,@I2341@
Catherine,Broughton,-1,1531,F,@I2351@
Margaret,Gamage,-1,1535,F,@I2352@
Edward,Stanley,-1,1572,M,@I2353@
Henry,Radcliffe,-1,-1,M,@I2354@
Henry,Howard,-1,1546,M,@I2355@,@I2345@,@I2343@
Mary,Howard,-1,-1,F,@I2356@,@I2345@,@I2343@
Thomas,Howard,-1,1582,M,@I2357@,@I2345@,@I2343@
Frances de_Vere,,-1,1577,F,@I2358@
Thomas,Howard,-1,1572,M,@I2359@,@I2358@,@I2355@
Henry of_Northhampton,Howard,-1,1614,M,@I2360@,@I2358@,@I2355@
Catherine,Howard,-1,1596,F,@I2361@,@I2358@,@I2355@
Jane,Howard,-1,1593,F,@I2362@,@I2358@,@I2355@
Margaret,Howard,-1,1592,F,@I2363@,@I2358@,@I2355@
Henry,Fitzroy,-1,1533,M,@I2364@
Gertrude,Lyte,-1,-1,F,@I2365@
Mary,Fitzalan,-1,1557,F,@I2366@
Philip,Howard,-1,1595,M,@I2367@,@I2366@,@I2359@
Anne,Dacre,-1,-1,F,@I2368@
Thomas,Howard,-1,1646,M,@I2369@,@I2368@,@I2367@
Aletheia,Talbot,-1,1654,F,@I2370@
Margaret,Audley,-1,1563,F,@I2371@
Thomas,Howard,-1,1626,M,@I2372@,@I2371@,@I2359@
Mary,Dacre,-1,1576,F,@I2373@
Catherine,Knyvett,-1,1633,F,@I2374@
Theophilus,Howard,-1,1640,M,@I2375@,@I2374@,@I2372@
Thomas of_Berkshire,Howard,-1,1669,M,@I2376@,@I2374@,@I2372@
Henry,Howard,-1,-1,M,@I2377@,@I2374@,@I2372@
Catherine,Howard,-1,1672,F,@I2378@,@I2374@,@I2372@
Frances,Howard,-1,-1,F,@I2379@,@I2374@,@I2372@
Elizabeth,Dunbar,-1,-1,F,@I2380@
Elizabeth,Cecil,-1,-1,F,@I2381@
Elizabeth,Bassett,-1,1643,F,@I2382@
William of_Newcastle,Cavendish,-1,-1,M,@I2383@
William of_Berkshire,Cecil,-1,1668,M,@I2384@
Robert,Devereux,-1,1646,M,@I2385@
Robert,Carr,-1,1645,M,@I2386@
William,Howard,-1,1640,M,@I2387@,@I2371@,@I2359@
Elizabeth,Dacre,-1,-1,F,@I2388@
Frances,Howard,-1,1598,F,@I2389@
Frances,Howard,-1,1639,F,@I2390@
Ludovic of_Richmond,Stuart,-1,-1,M,@I2391@
Edward,Seymour,-1,1552,M,@I2392@
Anne,Stanhope,-1,1587,F,@I2393@
Henry,Carey,-1,1596,M,@I2394@,@I2339@,@I2340@
Catherine,Fillol,-1,-1,F,@I2395@
Edward Beauchamp,Seymour,-1,1618,M,@I2396@,@I2112@,@I2109@
Francis,Seymour,-1,1664,M,@I2397@,@I2112@,@I2109@
Honora,Seymour,-1,1620,F,@I2398@,@I2112@,@I2109@
Anne,Sackville,-1,-1,F,@I2399@
Edward,Lewes,-1,-1,M,@I2400@
Frances,Prynne,-1,-1,F,@I2401@
Catherine,Lee,-1,1700,F,@I2402@
Catherine,Carey,-1,1568,F,@I2403@,@I2339@,@I2340@
Anne,Morgan,-1,-1,F,@I2404@
Francis,Knollys,-1,1596,M,@I2405@
Henry,Knollys,-1,1583,M,@I2406@,@I2403@,@I2405@
William,Knollys,-1,1632,M,@I2407@,@I2403@,@I2405@
Anne,Knollys,-1,-1,F,@I2408@,@I2403@,@I2405@
Catherine,Knollys,-1,-1,F,@I2409@,@I2403@,@I2405@
Margaret,Cave,-1,1606,F,@I2410@
Walter,Devereux,-1,1576,M,@I2411@
Christopher,Blount,-1,1601,M,@I2412@
Thomas,Leighton,-1,-1,M,@I2413@
Gerald,Fitzgerald,-1,1580,M,@I2414@
Charles,,-1,1685,M,@I2415@,@I769@,@I765@
Mariana of_Austria,,-1,-1,F,@I2416@,@I2417@,@I2418@
Maria,,-1,-1,F,@I2417@,@I1017@,@I2132@
Ferdinand_III,,1608,1657,M,@I2418@,@I2419@
Ferdinand_II,,1578,1637,M,@I2419@
Leopold_I,,1640,1705,M,@I2420@,@I2417@,@I2418@
Margaret Teresa,,1651,1673,F,@I2421@,@I2416@,@I2131@
Eleanor of_Neuburg,,-1,-1,F,@I2422@
Louis de_France,,1661,1711,M,@I2423@,@I1420@,@I1341@
Philip_V,,1683,1746,M,@I2424@,@I2882@,@I2423@
Isabella Elizabeth,Farnese,1692,1766,F,@I2425@
Louis,,1682,1712,M,@I2426@,@I2882@,@I2423@
Maria Antonia,,-1,-1,F,@I2427@,@I2421@,@I2420@
Maximilian Emmanuel of_Bavaria,,-1,-1,M,@I2428@
Joseph Ferdinand,,-1,1699,M,@I2429@,@I2427@,@I2428@
Joseph_I,,1678,1711,M,@I2430@,@I2422@,@I2420@
Charles_VI,,1685,1740,M,@I2431@,@I2422@,@I2420@
Maria Theresa,,-1,1780,F,@I2432@,@I2431@
Francis_I Stephen,,1708,1765,M,@I2433@
Joseph_II,,1741,1790,M,@I2434@,@I2432@,@I2433@
Eugene of_Leuchtenberg,de_Beauharnais,-1,-1,M,@I2435@
Augusta of_Bavaria,,-1,-1,F,@I2436@
Francis Charles,,1802,1878,M,@I2437@
Henry_II,,1519,1559,M,@I2438@,@I2440@,@I1816@
Catherine of_Florence,de_Medici,1519,1589,F,@I2439@
Claude of_France,,1499,1524,F,@I2440@,@I2548@,@I838@
Margaret of_Navarre,,-1,-1,F,@I2441@,@I1817@,@I2524@
John_II (Juan_II),,1405,1454,M,@I2442@
Isabella of_Portugal,,-1,-1,F,@I2443@
Walter,Sommerlath,-1,-1,M,@I2444@
Alice,de_Toledo,-1,-1,F,@I2445@
Victoria Ingrid Alice,,1977,-1,F,@I2446@,@I1612@,@I603@
Carl Philip,,1979,-1,M,@I2447@,@I1612@,@I603@
Francis Frederick of_Saxe-Coburg,,1750,1806,M,@I2448@,@I2898@,@I2897@
Maria Henrietta,,1836,1902,F,@I2449@,@I2450@
Joseph of_Austria,,1776,1847,M,@I2450@
Philip_II Augustus,,1165,1223,M,@I2451@,@I2476@,@I1869@
Louis_VI the_Fat,,1081,1137,M,@I2452@,@I2455@,@I2454@
Adelaide of_Savoy,,-1,1154,F,@I2453@
Philip_I the_Fair,,1052,1108,M,@I2454@,@I2535@,@I2457@
Bertha of_Holland,,-1,1093,F,@I2455@
Bertrada de_Montfort,,-1,-1,F,@I2456@
Henry_I,,1008,1060,M,@I2457@,@I2459@,@I2458@
Robert_II the_Pious,,970,1031,M,@I2458@,@I2463@
Constance of_Arles,,-1,1032,F,@I2459@
Hugh,,1007,1025,M,@I2460@,@I2459@,@I2458@
Unknown,,-1,-1,F,@I2461@
Bertha of_Burgundy,,962,-1,F,@I2462@
Hugh,Capet,938,996,M,@I2463@
Louis_X the_Headstrong,,1289,1316,M,@I2464@,@I2486@,@I1903@
Philip_V the_Tall,,1294,1322,M,@I2465@,@I2486@,@I1903@
John_I,,1316,1316,M,@I2466@,@I2487@,@I2464@
William_I,,1120,1166,M,@I2467@,@I2468@
Roger_II,,-1,-1,M,@I2468@
Philip,,-1,-1,M,@I2469@,@I2453@,@I2452@
Robert,,-1,-1,M,@I2470@,@I2453@,@I2452@
Pierre de_Courtenay,,-1,-1,M,@I2471@,@I2453@,@I2452@
Henry of_Beauvais,,-1,-1,M,@I2472@,@I2453@,@I2452@
Philip,,-1,-1,M,@I2473@,@I2453@,@I2452@
Constance of_Toulouse,,-1,-1,F,@I2474@,@I2453@,@I2452@
Constance of_Castile,,-1,1160,F,@I2475@
Adele of_Champagne,,-1,1206,F,@I2476@
Isabella of_Hainault,,-1,1190,F,@I2477@
Ingeborg,,1175,1236,F,@I2478@
Agnes of_Meranie,,-1,1201,F,@I2479@
Philip,Hurepel,-1,-1,M,@I2480@,@I2479@,@I2451@
Alphonse,,-1,1271,M,@I2481@,@I1742@,@I1741@
Margaret of_Provence,,1221,1295,F,@I2482@,@I2483@
Raymond of_Provence,Berenger,-1,-1,M,@I2483@
Charles of_Anjou,,-1,-1,M,@I2484@,@I1742@,@I1741@
Mary of_Brabant,,-1,1321,F,@I2485@
Joan of_Navarre,,1271,1305,F,@I2486@
Clemence of_Hungary,,1293,1328,F,@I2487@,@I2488@
Charles_I,,1288,1342,M,@I2488@,@I2489@
Charles_II,,-1,-1,M,@I2489@
Joan of_Burgundy,,1293,1329,F,@I2490@
Blanche of_Burgundy,,1296,1326,F,@I2491@
Marie of_Luxemburg,,1305,1323,F,@I2492@
Joan of_Evreux,,-1,1371,F,@I2493@
Philip_VI of_Valois,,1293,1350,M,@I2494@,@I2495@
Charles de_Valois,,1270,1325,M,@I2495@
Joan of_Burgundy,,-1,1349,F,@I2496@
Blanche of_Navarre,,-1,1398,F,@I2497@
John_II the_Good,,1319,1364,M,@I2498@,@I2496@,@I2494@
Charles_V the_Wise,,1337,1380,M,@I2499@,@I2519@,@I2498@
Joan of_Bourbon,,1338,1378,F,@I2500@
Louis of_Beaumont,,-1,1407,M,@I2501@,@I2500@,@I2499@
Catherine,,-1,-1,F,@I2502@,@I2500@,@I2499@
Isabelle,,1378,1378,F,@I2503@,@I2500@,@I2499@
Stanislaw,Leczinski,-1,-1,M,@I2504@
Margaret of_Valois,,1553,1615,F,@I2505@
Elizabeth,,-1,-1,F,@I2506@,@I587@,@I894@
Charles,,1686,1714,M,@I2507@,@I2882@,@I2423@
Clotilde of_Savoy,,-1,1805,F,@I2508@
of_Angouleme,,1775,-1,,@I2509@,@I2508@,@I897@
of_Berry,,1778,-1,M,@I2510@,@I2508@,@I897@
Louis_Philippe_I,,1773,1850,M,@I2511@,@I2514@,@I2513@
Desideria,,-1,-1,F,@I2512@
Louis-Philippe Joseph,,-1,1793,M,@I2513@,@I2515@
Louise Adelaide de_Penthievre,,-1,-1,F,@I2514@
Louis-Philippe,,-1,1785,M,@I2515@,@I2516@
Louis of_Orleans,,-1,1752,M,@I2516@,@I2919@,@I2517@
Philippe Duc_de_Chartes,,1674,1723,M,@I2517@,@I2916@,@I751@
Philip the_Bold,,-1,1404,M,@I2518@,@I2519@,@I2498@
Bonne of_Luxemburg,,-1,1349,F,@I2519@
Joan of_Valois,,-1,-1,F,@I2520@,@I2495@
Robert of_Artois,,-1,-1,M,@I2521@
Charles_IX,,1550,1574,M,@I2522@,@I2439@,@I2438@
Henry_III,,1551,1589,M,@I2523@,@I2439@,@I2438@
Charles of_Valois,,-1,-1,M,@I2524@,@I2525@
John of_Valois,,-1,-1,M,@I2525@
Margaretha of_Sweden,,1934,-1,F,@I2526@,@I602@,@I445@
Birgitta of_Sweden,,1937,-1,F,@I2527@,@I602@,@I445@
Desiree of_Sweden,,1938,-1,F,@I2528@,@I602@,@I445@
Christina Louise Helen,,1943,-1,F,@I2529@,@I602@,@I445@
Peter_I,,-1,1921,M,@I2530@
Zorka of_Montenegro,,-1,1889,F,@I2531@
George,Karageorgeovitch,-1,-1,M,@I2532@,@I2531@,@I2530@
Robert,,-1,-1,M,@I2533@,@I2459@,@I2458@
Hugh the_Great of_Vermandois,,-1,-1,M,@I2534@,@I2536@,@I2457@
Anne of_Kiev,,1024,1066,F,@I2535@
Matilda of_Germany,,-1,1044,F,@I2536@
Charles_VII,,1403,1461,M,@I2537@,@I2074@,@I2075@
Mary of_Anjou,,1404,1463,F,@I2538@,@I2539@
Yolande of_Aragon,,-1,-1,F,@I2539@
Louis_XI,,1423,1483,M,@I2540@,@I2538@,@I2537@
Margaret of_Scotland,,1418,1445,F,@I2541@
Charlotte of_Savoy,,1445,1483,F,@I2542@
Charles_VIII,,1490,1498,M,@I2543@,@I2542@,@I2540@
Anne,,1461,1522,F,@I2544@,@I2542@,@I2540@
Anne of_Brittany,,1477,1514,F,@I2545@
Anne of_Cleves,,-1,-1,F,@I2546@
Joan of_Valois,,1464,1505,F,@I2547@
Anne of_Brittany,,1476,1514,F,@I2548@
Catherine of_Brandenburg -Kustrin,,-1,-1,F,@I2549@
Hildegard,,757,783,F,@I2550@
Charles,,-1,811,M,@I2551@,@I2550@,@I417@
Pepin,,777,810,M,@I2552@,@I2550@,@I417@
Louis_I the_Pious of_Aquitaine,,778,840,M,@I2553@,@I2550@,@I417@
Berthe,,-1,-1,F,@I2554@,@I2550@,@I417@
Fastrada,,-1,794,F,@I2555@
Luitgard,,-1,800,F,@I2556@
Bertha of_Toulouse,,-1,-1,F,@I2557@
Irmengard of_Hesbain,,-1,-1,F,@I2558@
Judith of_Bavaria,,-1,-1,F,@I2559@
Lothar_I,,795,855,M,@I2560@,@I2558@,@I2553@
Pepin_I of_Aquitaine,,-1,838,M,@I2561@,@I2558@,@I2553@
Adelaide,,-1,-1,F,@I2562@,@I2558@,@I2553@
Louis_II the_German,,805,876,M,@I2563@,@I2558@,@I2553@
Charles_II the_Bald,,823,877,M,@I2564@,@I2559@,@I2553@
Bernard,,799,818,M,@I2565@,@I2557@,@I2552@
Irmengard,,-1,-1,F,@I2566@
Louis_II le_Jeune,,822,875,M,@I2567@,@I2566@,@I2560@
Lothar_II of_Lorraine,,826,868,M,@I2568@,@I2566@,@I2560@
Charles,,-1,863,M,@I2569@,@I2566@,@I2560@
Pepin_II of_Aquitaine,,-1,870,M,@I2570@,@I2561@
Emma of_Bavaria,,-1,876,F,@I2571@
Carloman,,828,880,M,@I2572@,@I2571@,@I2563@
Louis the_Young,,-1,882,M,@I2573@,@I2571@,@I2563@
Charles_III the_Fat,,839,887,M,@I2574@,@I2571@,@I2563@
Ermentrude,,-1,869,F,@I2575@
Louis_II the_Stammerer,,846,879,M,@I2576@,@I2575@,@I2564@
Charles of_Aquitaine,,-1,866,M,@I2577@,@I2575@,@I2564@
Carloman,,-1,876,M,@I2578@,@I2575@,@I2564@
Judith,,-1,-1,F,@I2579@,@I2575@,@I2564@
Ansgarde of_Burgundy,,-1,-1,F,@I2580@
Louis_III,,863,882,M,@I2581@,@I2580@,@I2576@
Carloman,,-1,884,M,@I2582@,@I2580@,@I2576@
Adelaide Judith,,-1,-1,F,@I2583@
Charles_III the_Simple,,879,929,M,@I2584@,@I2583@,@I2576@
Eadgifu of_England,,902,-1,F,@I2585@
Engeberge,,-1,-1,F,@I2586@
Irmengard,,-1,-1,F,@I2587@,@I2586@,@I2567@
Boso,,-1,887,M,@I2588@
Louis_III the_Blind,,880,928,M,@I2589@,@I2587@,@I2588@
Theutberga of_Valois,,-1,-1,F,@I2590@
Waldrada,,-1,-1,F,@I2591@
Litwinde,,-1,-1,F,@I2592@
Arnulf,,863,899,M,@I2593@,@I2592@,@I2572@
Oda of_Bavaria,,-1,-1,F,@I2594@
Louis_III the_Child,,893,911,M,@I2595@,@I2594@,@I2593@
Zwentibold,,-1,900,M,@I2596@,@I2594@,@I2593@
Hedwige,,-1,-1,F,@I2597@,@I2594@,@I2593@
Otto of_Saxony,,-1,-1,M,@I2598@
Henry the_Fowler,,-1,-1,M,@I2599@,@I2597@,@I2598@
Matilda of_Ringelheim,,-1,-1,F,@I2600@
Bruno of_Cologne,,-1,-1,M,@I2601@,@I2600@,@I2599@
Otto_I,,-1,-1,M,@I2602@,@I2600@,@I2599@
Gerberge,,-1,968,F,@I2603@,@I2600@,@I2599@
Louis_IV d'Outre-Mer,,920,954,M,@I2604@,@I2585@,@I2584@
Lothar,,941,986,M,@I2605@,@I2603@,@I2604@
Charles Lower_Lorraine,,954,986,M,@I2606@,@I2603@,@I2604@
Louis_V the_Coward,,986,997,M,@I2607@,@I2605@
Adalberon of_Rheims,,-1,1021,M,@I2608@,@I2605@
Pepin the_Short,,714,768,M,@I2609@,@I2613@
Bertha,,-1,783,F,@I2610@
Carloman,,751,771,M,@I2611@,@I2610@,@I2609@
Gerberge of_the_Lombard,,-1,-1,F,@I2612@
Charles,Martel,686,741,M,@I2613@
Augusta Reuss-Ebersdorf,,1757,1831,F,@I2614@,@I2896@,@I2895@
Elisabeth of_Austria,,1554,1592,F,@I2615@
Marie Elisabeth,,1572,1578,F,@I2616@,@I2615@,@I2522@
Louise of_Lorraine,,1553,1601,F,@I2617@
Isabelle of_Aragon,,1247,1271,F,@I2618@
Marguerite of_Burgundy,,1290,1315,F,@I2619@
Joan of_Boulogne,,1326,1361,F,@I2620@
Magdalen of_Hochstadten,,1846,1917,F,@I2621@
William of_Prussia,,-1,-1,M,@I2622@
John,Loisinger,-1,-1,M,@I2623@
Francis_II Frederick of_Mecklenburg,,1823,1883,M,@I2624@
Josephine of_Lichtenberg,,1857,1952,F,@I2625@,@I2626@
Philip,Bender,-1,-1,M,@I2626@
Caroline of_Nidda,,1848,1879,F,@I2627@
Emily of_Dornberg,,1868,1961,F,@I2628@
Louis,,1931,1937,M,@I2629@,@I463@,@I461@
Alexander,,1933,1937,M,@I2630@,@I463@,@I461@
Joanna,,1936,1939,F,@I2631@,@I463@,@I461@
Auckland L. of_Rolvenden,Geddes,-1,-1,M,@I2632@
Maria de_las_Mercedes,,1860,1878,F,@I2633@
Maria de_las_Mercedes,,1880,1904,F,@I2634@,@I682@,@I683@
Maria Theresa,,1882,1912,F,@I2635@,@I682@,@I683@
Charles of_Bourbon -Sicily,,1870,1949,M,@I2636@
Louise,,1882,1952,F,@I2637@
Louis de_la_Torre,Gomez-Acebo,1934,-1,M,@I2638@
Carlos Zurita_y_Delgado,,1943,-1,M,@I2639@
Edelmira,,1906,-1,F,@I2640@
Martha y_Altazurra,Rocafort,-1,-1,F,@I2641@
Maria Christina,,1911,-1,F,@I2642@,@I27@,@I409@
Gonzalo,,1914,1934,M,@I2643@,@I27@,@I409@
Henry C.,Marone,1895,1968,M,@I2644@
Alexander of_Civitella- Cessi,Torlonia,1911,-1,M,@I2645@
Emmanuela de_Dampierre,,1913,-1,F,@I2646@
Charlotte,Tiedemann,1919,-1,F,@I2647@
Ferdinand of_Bavaria,,1884,1958,M,@I2648@,@I2650@,@I2649@
Louis Ferdinand of_Bavaria,,1859,1949,M,@I2649@
Maria de_la_Paz,,1862,1946,F,@I2650@
Adolph of_Schwarzburg- Rudolstadt,,1801,1875,M,@I2651@
Matilda,,1826,1914,F,@I2652@
Frederica,,1770,1819,F,@I2653@,@I651@,@I650@
Alexandrine,,1803,1892,F,@I2654@,@I410@,@I162@
Frederick,,1774,1799,M,@I2655@,@I651@,@I650@
Amalia,,1830,1872,F,@I2656@
Mary,,1855,1888,F,@I2657@
Lucas,Streshniev,-1,1650,M,@I2658@
Anne,Volkonska,-1,-1,F,@I2659@,@I2924@
Theodore,,-1,1633,M,@I2660@
Xenia,,-1,1631,F,@I2661@,@I2922@
Anne,Leontiev,-1,1706,F,@I2662@,@I2664@,@I2663@
Leonti,Leontiev,-1,-1,M,@I2663@
Praskovia,Rayevska,-1,1641,F,@I2664@,@I2923@
Nicholas,Romanov,1831,1891,M,@I2665@,@I43@,@I42@
Michael,Romanov,1832,1909,M,@I2666@,@I43@,@I42@
Alexandra,,1838,1900,F,@I2667@
Cecily (Olga),,1839,1891,F,@I2668@
Nicholas,Romanov,1859,1919,M,@I2669@,@I2668@,@I2666@
Michael,Romanov,1861,1929,M,@I2670@,@I2668@,@I2666@
Constantine,Romanov,1858,1915,M,@I2671@,@I354@,@I353@
Sergius,Romanov,1869,1918,M,@I2672@,@I2668@,@I2666@
Mary,,1876,1940,F,@I2673@,@I228@,@I227@
George,Romanov,1863,1919,M,@I2674@,@I2668@,@I2666@
Alexander Mikhailovich (Sandro),Romanov,1866,1933,M,@I2675@,@I2668@,@I2666@
Sophia of_Nassau,,1868,1927,F,@I2676@
Dimitri,Romanov,1860,1919,M,@I2677@,@I354@,@I353@
Nadezhda,Dreyer,1861,1929,F,@I2678@
Elizabeth,,1865,1929,F,@I2679@,@I2680@
Maurice of_Saxe- Altenburg,,-1,-1,M,@I2680@
Artemi,Romanov,1881,1919,M,@I2681@,@I2678@,@I165@
Frederick Francis_II of_Mecklengb-Sch,,-1,-1,M,@I2682@
George Bagration- Mukhranski,,-1,-1,M,@I2683@
Ivan,Romanov,1886,1918,M,@I2684@,@I2679@,@I2671@
